id,gdma_basic_blocks,gdma_coverage,gdma_crashes,gdma_crash_total,multifuzz_basic_blocks,multifuzz_coverage,multifuzz_crashes,multifuzz_crash_total,hoedur_basic_blocks,hoedur_coverage,hoedur_crashes,hoedur_crash_total
3196,512,0.0379,"{""UR"": 650, ""UW"": 2, ""RV"": 0, ""UF"": 1, ""EV"": 0, ""WV"": 0, ""UI"": 785, ""Other"": 0}",1438,,,,,,,,
3197,551,0.0749,"{""UR"": 61, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",61,237,0.0312,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,6,0.0319,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 3, ""Other"": 0}",0
3199,503,0.1132,"{""UR"": 427, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",427,479,0.0973,"{""UR"": 0, ""UW"": 0, ""RV"": 2, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",6,665,0.1056,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 141, ""Other"": 5}",295
3200,,,,,59,0.0067,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,308,0.1099,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",127
3201,66,0.0087,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,65,0.0085,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,7,0.0086,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 5, ""Other"": 2}",0
3202,62,0.0077,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,62,0.0076,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,7,0.0076,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 5, ""Other"": 2}",0
3204,64,0.0142,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,61,0.0134,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0135,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3215,174,0.0428,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,495,0.1085,"{""UR"": 0, ""UW"": 0, ""RV"": 2, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",3,240,0.1125,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 2, ""Other"": 26}",99
3217,387,0.0617,"{""UR"": 194, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",194,379,0.0570,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,,,,
3218,457,0.0576,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,437,0.0540,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,87,0.0556,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 25, ""Other"": 0}",0
3220,12,0.0006,"{""UR"": 0, ""UW"": 5, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",5,22,0.0011,"{""UR"": 0, ""UW"": 1, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,23,0.0011,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 11, ""Other"": 0}",10
3237,,,,,39,0.0039,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,213,0.0368,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 7, ""Other"": 0}",0
3238,,,,,24,0.0011,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,,,,
3239,,,,,77,0.0171,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,12,0.0172,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 10, ""Other"": 0}",0
3240,549,0.0708,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,531,0.0665,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,117,0.0687,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 31, ""Other"": 0}",0
3241,,,,,85,0.0098,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,35,0.0421,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 9, ""Other"": 0}",0
3242,,,,,140,0.0323,"{""UR"": 0, ""UW"": 1, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,,,,
3245,17,0.0011,"{""UR"": 0, ""UW"": 105, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",105,,,,,,,,
3246,83,0.0052,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,83,0.0052,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,13,0.0050,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 11, ""Other"": 0}",0
3248,72,0.0046,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,72,0.0046,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,13,0.0044,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 11, ""Other"": 0}",0
3249,64,0.0120,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,61,0.0113,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0114,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3255,494,0.1399,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,495,0.1405,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,139,0.1402,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 11, ""Other"": 0}",0
3265,978,0.2063,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,744,0.1617,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,523,0.2197,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 11, ""Other"": 0}",0
3267,375,0.1584,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1234,0.4377,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",2,81,0.1546,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3268,659,0.2632,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1287,0.4508,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,749,0.4779,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 62, ""Other"": 0}",0
3271,558,0.1798,"{""UR"": 649, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",649,737,0.1919,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,,,,
3272,565,0.1823,"{""UR"": 705, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",705,704,0.1851,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,,,,
3273,527,0.1703,"{""UR"": 761, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",761,744,0.1939,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,,,,
3274,567,0.1823,"{""UR"": 818, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",818,743,0.1928,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,,,,
3275,527,0.1694,"{""UR"": 827, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",827,645,0.1717,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,,,,
3276,567,0.1792,"{""UR"": 897, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",897,733,0.1881,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,,,,
3278,371,0.0670,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,363,0.0616,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,100,0.0625,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 50, ""Other"": 3}",0
3283,654,0.4166,"{""UR"": 0, ""UW"": 1729, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",1729,835,0.3472,"{""UR"": 0, ""UW"": 2, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",4,1,0.0245,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
3284,36,0.0123,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,,,,,,,,
3287,505,0.0584,"{""UR"": 0, ""UW"": 265, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",265,1579,0.1543,"{""UR"": 0, ""UW"": 1, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",5,943,0.2264,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 9, ""Other"": 260}",72
3288,507,0.0732,"{""UR"": 0, ""UW"": 340, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",340,1079,0.1348,"{""UR"": 0, ""UW"": 1, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",5,681,0.2171,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 2, ""Other"": 177}",73
3289,601,0.0694,"{""UR"": 0, ""UW"": 1052, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",1052,1643,0.1596,"{""UR"": 0, ""UW"": 1, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",5,998,0.2388,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 3, ""Other"": 286}",74
3290,387,0.0351,"{""UR"": 56, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",56,473,0.0411,"{""UR"": 3, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",6,515,0.0392,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",247
3291,492,0.0445,"{""UR"": 1450, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",1450,473,0.0410,"{""UR"": 3, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",6,521,0.0390,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",262
3292,653,0.3450,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,908,0.3242,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",4,973,0.3570,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 40, ""Other"": 399}",0
3293,540,0.0641,"{""UR"": 1033, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",1033,516,0.0577,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,550,0.0572,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 3, ""Other"": 0}",233
3294,540,0.0641,"{""UR"": 957, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",957,516,0.0577,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 6, ""Other"": 0}",7,619,0.0572,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 5, ""Other"": 0}",283
3295,509,0.1254,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1161,0.2225,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,432,0.2291,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",110
3296,504,0.1242,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1160,0.2223,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,445,0.2291,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",120
3297,619,0.0793,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1271,0.1400,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,453,0.1380,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",127
3298,623,0.0792,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1271,0.1392,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,438,0.1370,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",107
3299,622,0.0791,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1269,0.1390,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,442,0.1370,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",112
3300,703,0.0959,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1280,0.1487,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,350,0.1509,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3301,621,0.0799,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1272,0.1407,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,452,0.1363,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",130
3302,499,0.0616,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1149,0.1242,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,452,0.1201,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",112
3303,513,0.0629,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1094,0.1183,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",5,437,0.1207,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",113
3304,516,0.0629,"{""UR"": 731, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",731,1158,0.1237,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,440,0.1200,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",124
3305,1003,0.1457,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1068,0.1343,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,358,0.1312,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
3306,1035,0.1483,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1082,0.1342,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,627,0.1420,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",213
3307,1031,0.1477,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1080,0.1340,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,344,0.1317,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
3308,473,0.0669,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1078,0.1324,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,370,0.1283,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3309,480,0.0674,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1078,0.1315,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,331,0.1277,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
3310,646,0.0612,"{""UR"": 126, ""UW"": 483, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",609,1457,0.1213,"{""UR"": 8, ""UW"": 9, ""RV"": 0, ""UF+EV"": 1, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",20,797,0.1065,"{""UR+UW+RV+UF+EV"": 4, ""WV"": 0, ""Hang"": 1, ""Other"": 38}",334
3311,477,0.0712,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1080,0.1388,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,325,0.1358,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3312,1030,0.1579,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1077,0.1417,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,586,0.1463,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",234
3313,497,0.0645,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1151,0.1299,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,442,0.1232,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",116
3314,499,0.0616,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1149,0.1242,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,421,0.1200,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",107
3315,490,0.0702,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1081,0.1341,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,340,0.1315,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
3316,472,0.0630,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1079,0.1258,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,329,0.1208,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3317,601,0.1164,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1228,0.1921,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,479,0.2014,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",130
