id,gdma_basic_blocks,gdma_coverage,gdma_crashes,gdma_crash_total,multifuzz_basic_blocks,multifuzz_coverage,multifuzz_crashes,multifuzz_crash_total,hoedur_basic_blocks,hoedur_coverage,hoedur_crashes,hoedur_crash_total
3318,511,0.1012,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1142,0.1845,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,449,0.1930,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",117
3319,525,0.0986,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1151,0.1778,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,469,0.1853,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",118
3320,547,0.0913,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1181,0.1647,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,443,0.1704,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",110
3321,550,0.0920,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1175,0.1642,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,458,0.1708,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",121
3322,552,0.0908,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1175,0.1619,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,459,0.1680,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",120
3323,552,0.0908,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",2,1178,0.1623,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,476,0.1681,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",125
3324,516,0.1009,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1143,0.1827,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,449,0.1885,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",117
3325,536,0.1028,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1162,0.1823,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,439,0.1907,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",123
3326,502,0.0730,"{""UR"": 51, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",51,1150,0.1433,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,457,0.1392,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",129
3327,590,0.1306,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1245,0.2161,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,471,0.2296,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",113
3328,493,0.1179,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1113,0.2102,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,320,0.2105,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3329,506,0.1134,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1157,0.2059,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,460,0.2162,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",122
3330,556,0.1308,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1209,0.2214,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,455,0.2301,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",116
3331,487,0.1114,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1180,0.2125,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,467,0.2240,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",118
3332,523,0.0719,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1173,0.1389,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,433,0.1345,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",113
3333,477,0.0712,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1078,0.1386,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,402,0.1470,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",24
3334,476,0.0710,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1079,0.1387,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,311,0.1360,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
3335,483,0.0689,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1077,0.1332,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,317,0.1301,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3336,509,0.0717,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1113,0.1355,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,319,0.1324,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3337,508,0.0663,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1165,0.1320,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,436,0.1278,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",109
3338,518,0.0900,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1145,0.1660,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,439,0.1703,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",114
3339,512,0.0890,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1147,0.1662,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",5,420,0.1705,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",102
3340,537,0.1114,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1162,0.1943,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,447,0.2039,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",121
3341,522,0.0995,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1160,0.1811,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,460,0.1877,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",126
3342,515,0.0895,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1144,0.1658,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,584,0.1806,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",187
3343,518,0.0900,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1114,0.1622,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,458,0.1706,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",122
3344,506,0.0879,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1090,0.1593,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,456,0.1703,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",135
3345,549,0.1139,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1097,0.1854,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,451,0.2035,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",112
3346,535,0.1020,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1165,0.1817,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,460,0.1877,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",134
3347,992,0.1493,"{""UR"": 156, ""UW"": 8, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",164,1775,0.2108,"{""UR"": 8, ""UW"": 2, ""RV"": 1, ""UF+EV"": 903, ""WV"": 0, ""UI"": 0, ""Timeout"": 5, ""Other"": 2}",921,1135,0.1931,"{""UR+UW+RV+UF+EV"": 4, ""WV"": 0, ""Hang"": 34, ""Other"": 0}",471
3348,1215,0.1799,"{""UR"": 1082, ""UW"": 887, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",1969,1900,0.2195,"{""UR"": 6, ""UW"": 1, ""RV"": 0, ""UF+EV"": 1, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",9,1122,0.2047,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 33, ""Other"": 8}",443
3349,1416,0.2075,"{""UR"": 918, ""UW"": 218, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",1136,1927,0.2202,"{""UR"": 11, ""UW"": 3, ""RV"": 0, ""UF+EV"": 2, ""WV"": 0, ""UI"": 0, ""Timeout"": 4, ""Other"": 0}",20,1163,0.2061,"{""UR+UW+RV+UF+EV"": 4, ""WV"": 0, ""Hang"": 41, ""Other"": 0}",467
3350,1282,0.1858,"{""UR"": 3198, ""UW"": 618, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",3816,2033,0.2276,"{""UR"": 8, ""UW"": 2, ""RV"": 0, ""UF+EV"": 1, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",14,1287,0.2192,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 24, ""Other"": 0}",499
3351,1261,0.1809,"{""UR"": 877, ""UW"": 48, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",925,2063,0.2284,"{""UR"": 6, ""UW"": 1, ""RV"": 0, ""UF+EV"": 16, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",26,1233,0.2176,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 25, ""Other"": 10}",479
3352,1234,0.1878,"{""UR"": 2613, ""UW"": 261, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",2874,1935,0.2275,"{""UR"": 3, ""UW"": 1, ""RV"": 1, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",8,1321,0.2213,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 39, ""Other"": 0}",546
3353,645,0.1263,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 826, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",826,1000,0.1637,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 2, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",7,804,0.1754,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 16, ""Other"": 0}",386
3354,587,0.0923,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 544, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",544,1251,0.1643,"{""UR"": 2, ""UW"": 1, ""RV"": 0, ""UF+EV"": 2, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",8,1228,0.1812,"{""UR+UW+RV+UF+EV"": 21, ""WV"": 0, ""Hang"": 22, ""Other"": 8}",614
3355,827,0.2661,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1219,0.2817,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 8, ""Other"": 0}",8,355,0.2529,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 22, ""Other"": 0}",0
3356,864,0.2848,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1225,0.2876,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 8, ""Other"": 0}",8,351,0.2533,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 32, ""Other"": 0}",0
3357,525,0.2087,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 606, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",606,789,0.2387,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 3, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",5,422,0.2581,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",186
3358,416,0.4219,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,514,0.3427,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",3,304,0.3504,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 36, ""Other"": 0}",15
3359,646,0.1280,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1281,0.2025,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,501,0.2117,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",138
3360,497,0.0971,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1153,0.1839,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,438,0.1895,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",119
3361,552,0.1258,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1205,0.2154,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,447,0.2272,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",122
3362,534,0.0831,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1116,0.1480,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,441,0.1520,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",99
3363,534,0.0833,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1188,0.1563,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,425,0.1529,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",120
3364,551,0.1330,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 1048, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",1048,760,0.1550,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 2, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,699,0.2611,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",323
3365,501,0.1185,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1113,0.2084,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,316,0.2127,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3366,499,0.1204,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1114,0.2118,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,306,0.2132,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
3367,577,0.1269,"{""UR"": 251, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",251,1224,0.2121,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,450,0.2213,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",111
3368,510,0.0625,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1165,0.1250,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,451,0.1205,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",112
3369,475,0.0579,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1158,0.1236,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,442,0.1198,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",115
3370,476,0.0692,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1067,0.1342,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,347,0.1317,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
3371,1033,0.1484,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1082,0.1345,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,546,0.1378,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",168
3372,1032,0.1482,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1082,0.1345,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,557,0.1377,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",196
3373,487,0.0687,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1082,0.1324,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,323,0.1280,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
3374,475,0.0670,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1078,0.1321,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 3, ""Other"": 0}",4,340,0.1281,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
3375,471,0.0628,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1072,0.1251,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,338,0.1206,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
